110.06039	-3.089223043093691
110.07166	-3.4523086723720007
111.05564	-3.0615382152378916
111.07316	13.144316856542027
111.09202	-2.9705196096865465
112.03965	-2.945394913582975
112.07603	-2.944438832282613
112.08727	-3.0333601815448223
113.06007	-3.184158432557962
113.07128	-2.91852189138501
113.09063	-3.0948727703783923
114.0553	-2.9810192132835405
114.0917	-2.980068287015149
115.05054	-2.781394427939046
115.05461	-3.302790606296964
115.07571	-2.954585563267907
115.08693	-2.8674061852036803
116.01679	-2.7582292850547194
116.03458	-3.0163516773559245
116.07096	-3.015406140745374
117.0577	-3.3317016538054443
117.06618	-2.7335042627717647
117.07435	-3.33122782651478
117.10255	-2.5618639107671877
118.06552	-3.2185626278883674
118.08661	-2.87925115081128
119.04945	-2.519967785861991
119.0818	-2.4353068386556016
120.04473	-2.7489831920017602
120.05282	-2.6655007122612915
120.056	-2.9986100114137892
120.06586	-2.7484993193716227
120.08113	-2.8314273108485803
121.04002	-3.056849901150486
121.08445	-2.5602033891642115
122.06037	-2.6216607001130385
122.07161	-2.6214193045351193
123.05566	-2.925514303954127
123.07501	-3.006306103686818
124.03966	-2.7410666052088017
124.07604	-2.7402629021938174
125.07129	-2.718457322959582
125.10768	-2.717666604576527
126.05527	-2.3799143564623373
126.06654	-2.6969960195665488
126.0917	-2.775765548249504
126.12809	-2.7749648003643546
127.05053	-2.4399803150906703
127.08692	-2.5179683536509114
127.12519	-3.3038410196106485
127.13136	-2.123792214116389
128.12854	-3.1999221778926334
128.1347	-1.9510758216471957
129.06617	-2.3243947771065705
129.10257	-2.4786557662305477
129.11386	-2.9431476049710383
129.1319	-3.2524991525884497
129.13803	-1.7810433336361107
130.05019	-2.3837010461028574
130.06323	14.531182533795379
130.06911	0.6919393676596766
130.08658	-2.4599064082483735
130.10588	-2.1520982309813323
130.13525	-3.2274220217378398
130.14139	-1.8441515940250872
131.04949	-2.5181392594337835
131.0688	-2.3651759071118734
131.08181	-2.2886524795642407
131.13851	-2.4401741735320712
131.14447	0.22875530426361762
132.0569	-9.541433682998292
132.08108	-2.195626103281705
132.10222	-2.270973977590483
132.14178	-1.816234388377583
133.04331	-2.1797462339434444
133.06107	-2.179455297004519
134.04509	-2.238058057911692
136.07598	-2.057678397866041
137.07127	-2.3345576453650034
137.0793	-1.823765325464783
138.05521	-1.7384381305784604
138.06649	-2.100441895570811
138.09164	-2.1000593371612992
139.05049	-1.9417446931503413
139.08687	-1.9412368158006525
140.07088	-1.856206716206948
140.08213	-1.9988316070229204
140.10732	-2.2839688294405214
140.11848	-1.7128392788177909
141.06612	-1.7722219132294361
141.10248	-1.6300237872520127
142.05016	-1.9711387800649771
142.06548	-2.393268559693906
142.08654	-1.9706340214371183
143.07045	-13.769630636444493
143.08177	-1.7472558696341849
143.11815	-1.746811666941149
144.01165	-1.8054129252352442
144.06578	-1.7353215289818362
144.07704	-1.9434086346339712
145.06103	-1.7234156972416603
145.09742	-1.7919028733507172
146.06033	-1.9170199390520932
146.07253	-8.489006409257366
147.04433	-1.7681775563871083
147.07669	-1.7677884735024145
147.11308	-1.8353263618121605
148.06072	-1.891119727262713
148.07598	-1.8233917417930148
149.04513	6.038403225379899
150.05517	-1.3328450125502804
150.05859	-1.6660188074863953
