101.0715	1813
101.1079	305
102.0555	2182
104.0534	1382
105.0664	137
110.0718	2824
111.0749	109
112.0873	727
113.071	110
115.0508	153
115.0871	735
116.0711	576
119.0496	172
119.082	106
120.0812	1639
121.0847	249
126.0554	117
127.0506	107
127.087	427
129.0663	885
129.1026	3364
129.1129	137
130.0502	254
130.0867	1910
130.106	421
131.0818	199
131.1183	207
133.0432	258
133.0611	149
136.076	2002
137.0793	244
138.0663	118
138.0665	103
141.0659	252
141.1022	170
143.0816	156
143.1183	515
145.0611	142
145.0975	198
147.0768	143
147.1131	2538
148.1161	150
155.0816	412
155.1178	123
156.077	120
157.0609	130
157.0966	133
157.0974	216
157.1089	109
157.1094	104
157.1335	189
158.0927	733
159.0768	493
159.0775	133
159.0919	196
159.1131	261
166.0612	115
167.0558	128
167.0813	129
169.0972	205
169.134	204
171.0767	252
171.1127	207
171.1496	115
173.0918	120
173.1286	339
175.0718	109
175.1194	2123
176.1221	157
181.0607	115
181.0609	119
181.0973	102
181.0975	100
183.0769	108
183.1124	109
183.1492	108
185.0916	139
185.0919	184
185.1288	178
185.1653	310
186.0876	141
186.1239	151
187.0712	133
187.108	262
187.1441	161
189.0869	127
195.0764	101
195.0766	114
195.0768	127
197.1284	228
199.071	102
199.0712	138
199.1078	161
199.1808	191
200.1034	125
200.1393	143
201.0872	120
201.0878	109
201.1232	275
203.1028	106
203.1031	138
204.1342	119
207.1129	103
207.1133	144
212.1026	106
212.1028	117
213.0867	131
213.0869	139
215.1385	100
215.1387	115
216.0977	105
216.0981	127
216.0984	156
217.0816	131
218.1499	125
223.1081	100
225.1234	100
226.1181	104
226.1185	192
226.1198	129
226.1553	104
228.1342	103
229.1183	108
229.1185	124
230.114	103
231.0977	101
232.1407	107
234.1452	217
234.1458	106
240.0977	112
240.0981	117
240.1337	133
242.1499	112
242.1501	104
243.1339	103
244.0932	117
244.1651	122
246.1817	103
249.16	102
249.1602	108
251.103	103
251.1506	103
257.1613	102
258.144	132
260.1964	118
260.1967	160
260.1976	101
272.1721	118
274.1877	108
276.1555	133
276.1559	111
288.2029	133
288.2032	168
288.2039	104
