105.0659	IQ	101.0709
105.0659	IK	101.1073
105.0659	IM	104.0529
105.0659	IH	110.0712
105.0659	IF	120.0809
105.0659	b-Q	129.0658
105.0659	b-K	129.1022
105.0659	IC[Carbamidomethyl]	133.043
105.0659	IY	136.0757
105.0659	yK	147.1128
105.0659	IW	159.0917
105.0659	y-R	175.119
