129.1022	IQ	101.0709
129.1022	IK	101.1073
129.1022	IE	102.05495
129.1022	IM	104.0529
129.1022	IH	110.0712
129.1022	IF	120.0809
129.1022	b-Q	129.0658
129.1022	b-K	129.1022
129.1022	IC[Carbamidomethyl]	133.043
129.1022	IY	136.0757
129.1022	a-AV	143.1179
129.1022	yK	147.1128
129.1022	b-GP	155.0815
129.1022	IW	159.0917
129.1022	y-R	175.119
