130.08625	IQ	101.0709
130.08625	IK	101.1073
130.08625	IE	102.05495
130.08625	IM	104.0529
130.08625	IH	110.0712
130.08625	IF	120.0809
130.08625	b-Q	129.0658
130.08625	b-K	129.1022
130.08625	IC[Carbamidomethyl]	133.043
130.08625	IY	136.0757
130.08625	a-AV	143.1179
130.08625	yK	147.1128
130.08625	b-GP	155.0815
130.08625	IW	159.0917
130.08625	y-R	175.119
