117.1023	IQ	101.0709
117.1023	IK	101.1073
117.1023	IE	102.05495
117.1023	IM	104.0529
117.1023	IH	110.0712
117.1023	IF	120.0809
117.1023	b-Q	129.0658
117.1023	b-K	129.1022
117.1023	IC[Carbamidomethyl]	133.043
117.1023	IY	136.0757
117.1023	a-AV	143.1179
117.1023	yK	147.1128
117.1023	b-GP	155.0815
117.1023	IW	159.0917
117.1023	y-R	175.119
