111.07467	IQ	101.0709
111.07467	IK	101.1073
111.07467	IE	102.05495
111.07467	IM	104.0529
111.07467	IH	110.0712
111.07467	IF	120.0809
111.07467	b-Q	129.0658
111.07467	b-K	129.1022
111.07467	IC[Carbamidomethyl]	133.043
111.07467	IY	136.0757
111.07467	a-AV	143.1179
111.07467	yK	147.1128
111.07467	b-GP	155.0815
111.07467	IW	159.0917
111.07467	y-R	175.119
