119.0816	IQ	101.0709
119.0816	IK	101.1073
119.0816	IE	102.05495
119.0816	IM	104.0529
119.0816	IH	110.0712
119.0816	IF	120.0809
119.0816	b-Q	129.0658
119.0816	b-K	129.1022
119.0816	IC[Carbamidomethyl]	133.043
119.0816	IY	136.0757
119.0816	a-AV	143.1179
119.0816	yK	147.1128
119.0816	b-GP	155.0815
119.0816	IW	159.0917
119.0816	y-R	175.119
