106.0487	IQ	101.0709
106.0487	IK	101.1073
106.0487	IE	102.05495
106.0487	IM	104.0529
106.0487	IH	110.0712
106.0487	IF	120.0809
106.0487	b-Q	129.0658
106.0487	b-K	129.1022
106.0487	IC[Carbamidomethyl]	133.043
106.0487	IY	136.0757
106.0487	a-AV	143.1179
106.0487	yK	147.1128
106.0487	b-GP	155.0815
106.0487	IW	159.0917
106.0487	y-R	175.119
